Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Cover_Type
2984,4,85,1,2884,224,231,1822,1
2310,27,124,69,1383,172,177,1034,2
3417,7,30,-1,2906,231,238,812,6
2794,8,30,3,2241,220,222,3010,0
2955,9,408,3,3475,235,225,5976,1
2991,8,301,56,3617,233,229,1983,1
2421,13,153,42,990,229,245,685,2
2691,13,247,67,1321,236,216,430,1
3222,14,492,88,3137,214,209,912,0
2488,31,134,67,1100,158,250,1307,2
2164,22,0,0,1120,161,208,808,3
3514,14,376,80,2751,243,225,1995,0
2439,25,258,121,703,148,206,1262,5
2807,22,485,119,497,233,189,2460,1
2395,19,395,65,785,192,254,742,2
2604,11,335,-13,1739,230,244,1966,2
3102,11,108,7,5447,194,225,1110,0
3105,14,0,0,932,243,226,2081,0
2843,23,30,12,1556,190,187,2475,1
3091,9,362,3,1920,215,221,1092,0
2492,16,30,-12,679,243,212,875,1
3225,22,330,229,722,158,217,2174,1
3150,20,912,380,1142,181,253,1414,0
2778,2,120,0,2089,215,238,1075,1
2953,11,67,13,1588,224,217,484,0
2972,8,488,84,1243,198,235,1899,1
2716,37,127,68,1556,127,240,1355,1
2593,13,190,62,216,237,239,1604,1
2949,11,30,5,1952,189,234,1052,0
2443,18,150,65,589,167,238,408,5
3013,4,300,36,4736,226,239,127,1
2965,13,60,-2,6076,240,220,3711,0
3069,11,731,245,270,238,225,993,1
3034,11,228,35,3013,217,216,1565,1
2810,16,395,80,2679,234,206,1956,1
3275,7,319,-12,1449,232,234,3167,1
3174,16,466,98,5872,205,253,2330,1
2915,5,90,-5,1998,229,238,366,0
2978,14,108,28,400,180,230,708,1
3135,14,134,33,2090,184,224,553,0
2863,16,391,52,1610,245,217,2883,1
2606,20,240,55,1560,199,194,1595,1
2879,3,85,3,1703,220,241,2440,1
2902,9,42,4,3406,218,220,4142,1
2867,25,134,47,2274,176,253,1959,1
3234,12,319,91,2449,240,231,3226,0
2966,11,67,21,2274,194,228,1008,0
2936,8,0,0,3470,233,232,6363,1
2476,29,319,128,537,245,175,799,1
2824,5,42,0,5404,229,234,4648,0
2831,13,30,7,1638,202,214,2525,1
3061,20,750,52,2876,250,219,2591,1
2985,5,108,13,6096,228,233,3290,1
2863,20,134,31,895,184,199,1924,1
3076,15,212,38,1692,192,252,150,1
3021,13,283,48,417,184,229,390,0
3514,22,391,80,2635,251,207,2154,0
3128,13,242,24,402,190,224,1888,0
3126,14,134,16,1800,217,208,2638,0
3224,25,134,43,2676,166,187,2658,0
2800,13,210,16,2349,224,211,1318,1
2905,12,532,107,2999,239,220,446,1
3120,20,240,14,2377,250,219,1752,1
2711,17,258,33,3406,205,201,3029,0
3066,9,42,3,638,201,247,1641,0
3102,17,379,90,3065,247,220,859,0
2341,27,30,0,808,198,172,541,2
3178,19,85,19,2264,223,196,1556,0
3317,7,242,49,3323,202,244,1674,0
2949,18,201,40,5109,172,244,1396,1
2925,17,150,49,3017,170,231,2548,1
2823,33,210,114,2336,140,245,824,1
2954,12,362,38,4950,233,242,2732,1
3329,12,67,6,1482,237,236,3401,0
2363,23,402,110,339,152,238,693,2
2513,22,150,23,1075,248,198,900,2
3159,5,42,0,5095,217,228,2828,0
3031,16,518,81,2646,176,241,1050,1
3201,6,180,-12,3073,210,230,1387,1
2906,10,319,49,3990,230,219,5743,1
2855,27,124,30,4036,138,204,782,1
3313,15,591,95,4241,227,247,2201,6
3106,15,297,50,5099,239,212,1831,0
2420,27,124,64,532,150,194,711,5
3111,12,85,3,2845,230,215,3065,1
2781,17,162,34,3115,186,210,1025,1
3228,21,360,137,3715,221,248,446,1
3037,14,532,-83,1794,180,239,1871,1
3245,17,684,144,6092,177,247,2552,1
2953,4,306,89,1758,212,234,1170,1
2408,40,277,176,1195,101,158,992,2
2803,19,0,0,2192,248,224,1095,1
3116,14,277,-6,3844,235,213,4830,0
3037,10,277,36,2394,205,222,2040,1
2924,13,175,21,1048,238,218,2219,1
2834,16,513,169,532,240,210,2322,4
2822,24,376,192,1189,177,189,582,1
3132,10,30,0,2397,200,249,947,1
3088,21,295,53,2912,194,254,1590,1
2646,10,60,16,1471,231,219,212,1
2925,39,201,144,2455,111,234,1679,0
3046,13,30,4,1648,186,246,1864,0
2778,22,127,49,3534,244,230,1448,1
3069,8,424,26,511,200,234,607,1
3205,11,339,30,3573,240,230,4403,0
3197,17,402,93,2835,245,214,1681,0
2929,21,234,65,3870,192,195,2646,1
2869,23,268,52,1031,224,185,631,1
2861,29,85,41,95,236,170,960,1
2910,4,234,24,1959,222,231,1433,4
2721,13,85,-1,1008,207,214,1674,0
2871,18,67,18,3311,180,251,1855,1
2858,15,342,38,2105,233,209,2897,1
3353,17,576,71,1958,174,224,3124,0
3247,13,30,2,1127,232,243,1165,0
2942,7,350,44,3434,221,225,1710,1
3377,29,437,143,1860,243,175,2044,0
2922,6,272,57,1064,206,244,1900,1
3280,18,365,-11,3297,215,251,1015,1
2888,8,277,-39,560,227,223,1965,1
3100,17,450,-5,2165,214,201,1606,1
2331,23,85,14,1410,157,244,446,5
3350,12,124,-13,2881,228,245,618,0
2626,10,361,87,1504,213,250,1947,2
3031,5,277,51,1234,228,239,2428,1
3346,14,700,208,1040,205,252,4390,1
3194,17,270,55,2406,174,223,300,0
2405,34,255,146,1443,251,200,516,2
3274,8,330,116,5043,205,226,1693,0
2731,14,90,15,2255,203,212,6365,1
3124,23,67,8,1600,207,184,1857,0
2800,15,0,0,1291,238,212,2218,0
3236,15,256,74,816,213,206,1842,0
2949,5,400,43,5682,209,243,2493,1
3256,15,379,58,3101,176,236,1082,1
3160,14,85,13,3001,237,240,3401,0
3131,22,485,0,1710,239,192,2920,1
3153,21,242,62,3671,226,246,764,1
2403,19,30,9,752,205,195,1159,5
2656,11,524,35,883,231,217,1084,2
2699,2,30,-1,1505,221,234,794,1
2844,17,60,18,4142,247,223,700,0
3000,13,228,99,2543,212,252,1604,1
3295,4,330,30,5731,214,233,577,0
3017,3,90,8,4243,214,235,927,1
3123,9,618,10,3729,225,221,3537,0
2918,8,457,19,3260,203,227,3771,1
3167,19,190,19,1782,212,195,1798,0
3010,17,543,107,5518,182,214,1288,1
3268,22,190,66,4152,161,208,1341,6
2959,13,85,16,1050,194,220,2163,1
2919,14,569,119,2496,220,250,1749,1
2737,37,95,62,1433,252,167,977,1
2980,6,960,94,1091,203,237,2060,1
3041,10,390,108,607,214,218,1643,1
2881,8,485,24,2848,204,229,3567,0
2821,4,0,0,5344,218,232,4641,0
2936,15,182,49,3320,183,223,1672,1
2995,3,907,102,5877,214,241,6054,1
2796,7,366,18,2188,231,236,1860,1
3298,8,42,-1,1385,234,231,1401,0
3241,16,376,33,3331,225,204,2873,0
2926,6,85,7,3753,228,230,6378,1
2988,17,769,119,2403,194,206,1473,1
3374,16,242,53,1865,179,247,2028,0
3394,10,150,18,2801,223,219,2167,0
3012,15,234,24,1931,182,245,1359,0
2945,28,201,54,1760,166,179,1068,1
2936,9,726,138,3174,214,220,787,1
3149,8,365,18,3315,206,247,900,1
2868,13,67,5,1905,241,221,2510,1
2324,14,446,-115,120,186,248,457,2
2140,13,30,5,874,187,246,1482,3
3012,2,0,0,4995,214,236,2697,0
3677,14,1053,268,5028,208,210,3382,6
2721,34,95,70,120,240,157,2280,4
3185,7,228,18,1450,207,228,134,0
2780,12,658,101,2708,211,215,1666,1
3161,20,67,17,2603,249,210,2536,0
3069,13,30,2,967,221,211,1200,0
3071,15,162,14,3772,191,214,552,0
2926,11,285,26,5444,212,250,5093,1
2761,14,212,90,2318,244,225,2579,1
2898,36,210,124,4214,224,145,711,1
2745,10,216,9,1383,213,218,2416,1
3061,18,902,140,1260,235,202,531,0
3032,16,272,87,2980,198,208,1501,0
2358,20,277,142,750,164,216,1071,5
2745,19,190,77,190,216,195,2684,1
2834,13,124,9,1515,206,212,2724,0
3177,25,362,61,2591,235,237,3420,1
3272,4,993,156,1892,218,232,2536,0
3112,11,713,4,2002,218,217,3193,0
2902,17,509,91,711,209,202,808,1
2703,9,30,-1,2123,228,244,660,1
3134,5,0,0,4276,227,232,1976,0
3247,23,30,13,4455,251,216,1019,1
3165,14,67,10,514,216,209,1537,0
3024,20,360,45,1785,230,244,1387,0
2905,17,150,37,990,230,245,1998,1
3001,13,671,29,5595,223,211,6361,0
2866,27,541,-61,618,243,180,2340,4
3227,4,391,4,1575,216,231,1231,0
2904,14,192,-23,666,233,211,2096,1
3205,14,42,-1,1968,224,208,1771,0
3406,8,680,-68,811,231,239,474,6
2930,19,376,125,2730,242,204,1398,1
2919,20,42,16,4629,249,221,1627,1
3326,20,706,35,1915,197,195,2759,1
3103,4,234,37,1689,227,234,2145,1
2478,7,366,91,810,202,244,277,5
2786,12,418,56,2802,236,219,1852,1
3016,18,190,36,484,167,230,1572,1
3035,19,150,41,323,176,209,1782,0
2588,19,162,36,1034,194,201,1126,1
2954,18,228,67,4050,176,215,2550,1
3400,13,785,-52,1294,219,250,4084,1
2238,20,42,5,1460,230,245,603,3
2997,20,175,53,1050,250,215,514,1
2958,11,792,126,484,201,222,1464,1
3222,25,882,301,3352,151,242,2497,1
2978,6,85,13,4795,205,244,5905,1
2783,10,324,47,1538,213,220,2471,1
2744,15,60,5,1442,178,241,2397,4
3193,10,0,0,2322,210,218,2438,0
2649,8,42,-5,1153,225,222,1733,1
3168,7,335,52,420,232,232,2413,0
2771,8,210,10,2178,201,231,3546,1
2569,34,270,143,2028,160,248,268,2
3400,8,1025,194,1184,202,245,1994,0
2914,30,228,136,2148,205,160,2002,1
2702,5,360,-8,1024,225,229,1738,1
2535,7,30,-3,2561,232,232,2442,1
2942,7,134,11,1907,206,230,849,1
2983,8,371,7,5230,234,232,1468,1
2925,25,470,276,1790,158,248,1565,1
3041,11,541,76,5464,239,226,6098,1
2851,17,218,56,1710,185,212,1702,5
3083,13,277,36,4470,237,217,2601,1
3152,7,607,39,3586,200,235,3590,0
3122,11,313,86,661,194,228,1259,0
3123,10,323,83,3443,196,229,741,1
2827,17,400,88,1872,174,220,979,4
2754,7,124,24,2219,232,232,677,1
2955,12,360,39,4656,237,221,2077,1
3139,18,162,61,108,243,233,2769,0
3057,6,390,10,1362,205,235,2952,0
2909,13,60,9,2814,183,230,1323,1
3342,16,451,121,1902,184,217,2208,1
3112,16,218,24,1931,214,252,390,1
2647,16,0,0,2442,236,241,819,1
3094,11,313,31,4672,191,227,2949,0
3261,13,755,151,1371,190,248,2708,0
3134,11,95,14,2973,233,220,3057,1
2567,8,459,38,404,221,222,2670,1
3031,8,865,112,5437,227,243,5784,1
2695,15,430,48,836,239,213,1994,1
3219,26,342,71,3714,252,212,451,0
3064,20,458,148,4693,226,192,3397,0
3078,3,240,-10,2334,211,240,1053,0
2526,9,153,18,836,216,222,992,1
3273,18,270,67,1945,218,251,1480,0
3353,21,1124,120,3776,169,249,2486,1
3168,8,277,55,1931,234,231,3314,0
3249,8,488,154,5168,197,237,1950,0
2987,15,124,-7,3328,177,234,1188,0
3218,15,430,103,5065,238,211,2650,0
3107,1,30,0,1148,221,237,1932,0
3136,12,420,55,1477,228,214,3404,0
3200,23,1031,-2,1536,160,204,949,0
3142,10,942,288,953,234,223,1614,1
2752,9,60,-10,1425,234,237,1471,1
3065,18,785,24,1103,191,205,875,1
2753,17,30,-2,300,239,238,2525,1
2621,16,42,14,1276,245,228,5242,1
3129,9,90,18,2255,204,226,2002,0
3009,11,60,4,4614,238,224,499,1
2969,28,256,-23,2991,210,246,1087,1
2333,33,201,104,1276,113,196,1080,2
3173,17,503,127,450,246,227,1898,1
2874,15,297,87,2259,178,240,1140,1
2652,19,256,28,1770,210,196,2148,1
3310,14,503,86,2952,202,211,3381,6
3238,18,95,19,2470,248,218,2773,0
2880,5,30,0,5125,224,229,4221,1
2476,20,0,0,1181,236,197,977,5
2955,12,120,13,4260,232,243,5234,1
2978,14,162,24,2254,198,213,2060,1
3082,15,323,111,1909,235,210,3776,0
2978,7,693,166,1187,213,226,2353,1
2925,29,480,200,3178,152,181,1533,1
3002,17,268,20,212,188,209,1087,0
3183,5,330,30,1570,210,243,212,0
3008,12,124,19,2850,232,217,765,0
3142,16,124,23,5397,214,252,1099,0
2874,16,313,88,3624,222,249,1544,1
3273,12,841,59,618,225,247,2806,1
2999,21,648,130,2429,196,191,2108,1
2752,10,30,6,902,235,222,1473,5
2440,17,361,97,661,244,232,725,2
3104,11,108,-2,1790,212,216,1747,1
2898,5,216,27,1959,210,231,1054,1
3092,11,443,89,2667,190,243,1864,1
3138,14,350,30,5385,226,209,1087,1
2531,10,335,9,1140,227,219,4109,1
3037,11,256,17,1475,238,235,962,1
2371,25,402,37,212,150,241,752,2
2992,16,108,-7,830,246,223,1400,1
3117,24,540,57,1339,184,187,2175,1
2965,11,30,0,4681,226,215,3207,0
3253,12,624,121,807,234,218,5615,0
2525,9,30,3,2505,197,231,785,5
2311,23,342,158,1149,194,185,571,2
2742,33,631,360,722,132,241,2014,1
2534,16,277,81,799,242,234,960,2
3041,16,552,7,6527,177,223,3711,1
3143,25,457,76,1691,148,207,3228,0
3339,8,134,13,1293,232,238,1560,0
2918,20,234,48,1783,167,214,2728,1
2765,7,150,24,2249,206,229,488,1
3043,16,685,238,685,243,214,1518,1
3171,7,30,0,2630,214,246,1158,0
2951,7,42,0,1809,222,225,1510,1
2845,9,741,113,85,194,236,1585,1
3025,10,67,14,1663,193,240,1490,1
3008,1,313,36,5343,221,236,4017,0
3023,8,240,39,3042,213,248,591,1
3151,7,228,-3,3529,201,237,1271,0
2753,13,150,5,1624,221,210,1731,0
2568,17,270,32,513,216,200,2943,1
2952,17,108,13,3473,210,200,6260,1
3304,13,331,69,1746,208,213,1040,0
3228,3,604,39,4885,225,236,2486,0
2115,24,212,92,277,154,243,474,2
2262,15,42,9,426,204,253,510,2
2860,28,108,62,4917,133,203,4776,1
3285,5,402,95,5442,227,230,1124,1
2689,8,192,7,255,232,225,1149,1
2662,24,134,59,1956,240,233,1507,1
3073,20,700,48,1932,209,191,2078,0
2815,10,351,5,1867,238,228,2297,0
2955,7,366,-35,3840,232,229,5743,1
2979,5,0,0,3802,227,231,911,0
2292,28,190,44,932,133,223,990,5
2932,22,234,-43,1142,162,209,691,1
2639,8,85,4,1224,230,241,1618,1
3278,13,30,3,2992,185,242,693,0
2878,17,85,20,1630,178,215,2415,1
3010,19,488,60,1243,177,251,361,1
2962,12,85,7,3860,218,214,5001,1
3050,20,446,121,2143,250,212,1745,1
3211,23,323,105,270,150,227,713,0
3053,25,150,38,731,252,212,1230,1
2775,9,170,24,2821,233,225,4712,1
2561,33,256,105,1044,189,246,1155,2
3049,10,0,0,2690,204,250,1266,1
2711,9,277,39,3645,236,231,2424,1
3072,7,297,11,1248,232,232,1581,1
2676,6,30,-1,1722,232,233,5520,1
3303,13,600,101,2825,237,239,1099,1
3383,8,67,-9,4327,233,238,4173,6
3585,6,390,138,1749,223,227,1565,6
2292,19,134,28,1734,164,232,1006,5
3187,9,313,29,2431,225,246,947,0
3052,33,218,66,2210,174,151,4133,0
3203,10,30,6,5045,193,239,601,0
2508,6,342,30,659,231,234,3649,4
2949,14,626,36,4314,223,208,4394,1
2755,6,270,16,1350,224,227,2301,1
2976,10,192,36,2960,220,217,1471,0
3068,20,361,49,5752,184,254,1869,1
2752,10,90,13,1400,192,243,2355,1
2290,32,390,214,1503,120,227,979,2
3040,10,711,23,1566,191,235,674,1
3241,9,256,-21,2880,203,248,390,0
3237,12,201,32,2934,233,242,4916,0
2989,4,42,1,95,228,236,1579,0
3168,11,600,55,1864,198,222,2556,0
2508,9,30,0,1371,235,228,4484,1
3020,14,60,15,240,243,223,1233,1
3244,12,90,15,1318,202,251,892,0
3011,8,127,8,4063,232,227,2571,1
2790,20,67,16,1905,170,212,2805,1
2259,14,30,6,404,222,249,484,2
3180,19,150,27,4166,171,216,361,0
3227,5,120,3,3114,219,228,2263,0
2738,6,30,6,1604,230,234,2496,1
2919,25,153,77,5325,250,219,511,1
3005,18,631,22,2462,206,200,2290,1
2932,11,636,55,4546,238,232,5360,1
2874,16,0,0,3427,241,235,1939,1
3070,19,192,19,3009,190,254,626,1
2685,10,277,34,495,237,225,1681,1
3040,26,67,27,2143,252,195,3461,0
3121,11,85,-4,2271,188,234,853,0
2629,16,295,60,1237,222,204,1266,1
3009,8,216,42,3151,201,230,1865,1
3031,11,268,59,2253,240,230,2376,0
3056,7,531,-12,1449,231,230,1273,1
3385,21,170,-6,3580,230,190,2648,6
2641,4,30,1,60,222,230,702,1
2672,5,134,5,190,221,229,1062,1
2993,10,150,27,376,191,238,247,0
2666,6,150,0,1452,224,227,997,1
2804,44,270,170,1358,79,215,1443,1
2314,17,420,95,690,187,211,335,2
3056,18,360,138,2026,186,253,1982,1
2975,16,182,44,2464,188,252,1419,1
2968,0,350,57,4082,218,238,5306,1
3026,15,162,11,2977,228,207,638,0
3243,12,30,8,5828,229,215,655,0
3088,9,218,17,3900,220,219,1890,1
2840,10,60,6,1240,210,219,2473,1
2777,4,153,14,1681,209,240,1937,1
3152,41,420,156,510,165,119,2001,6
2875,17,150,19,2885,172,223,2334,1
3101,9,150,-1,2388,196,233,2984,0
3086,14,376,49,2889,217,207,5828,1
3123,19,120,19,2904,226,196,1374,0
2233,28,95,40,933,254,199,1358,3
3009,3,342,38,4081,222,233,1293,1
2965,10,488,59,5801,194,245,3486,1
2936,21,240,20,4897,209,189,3400,0
2819,1,85,8,2301,216,236,2667,1
2653,19,306,76,1277,248,213,666,1
2977,11,780,220,1195,199,249,1888,1
2996,16,366,50,5173,245,217,1982,0
2983,18,331,-50,552,243,207,937,0
3210,4,67,15,4734,225,232,1666,0
3176,24,295,60,2554,230,242,3335,1
2980,12,67,0,908,196,220,2186,0
3229,4,350,25,5436,225,232,1282,0
3231,20,524,123,5945,161,239,2911,1
2955,10,351,60,800,213,220,1824,0
2926,21,240,-1,313,234,194,752,0
2914,26,247,94,616,214,174,649,1
2914,6,85,2,765,229,237,2040,1
2985,14,458,66,5094,222,209,5622,0
2845,18,404,92,1706,243,206,832,4
2906,12,201,10,5340,192,247,5385,1
3151,7,335,15,2710,218,224,1458,0
3060,13,240,22,612,241,220,1538,0
2945,9,677,39,5624,206,224,1891,1
3219,19,108,30,960,211,196,1532,0
3182,14,560,-8,3794,202,213,2864,1
2995,16,324,100,5289,245,227,495,1
2823,18,306,68,1917,247,211,2868,1
2809,11,270,25,1984,231,242,1224,1
2599,10,484,22,600,238,232,658,4
2952,10,153,24,390,237,225,726,0
3150,20,624,63,3401,173,250,1973,0
3304,13,1082,136,2466,228,246,2021,6
3467,19,175,60,4089,241,235,4131,6
3177,10,60,10,3118,218,249,1144,1
3114,7,30,2,690,225,226,1992,0
2126,32,540,165,631,252,178,309,2
2456,34,85,36,1489,195,244,649,2
3085,20,85,25,3319,159,229,2893,0
2500,16,67,14,247,239,210,1316,2
3144,14,390,106,313,244,223,1668,1
3208,2,30,-1,4860,223,237,1841,0
2832,12,270,116,1385,187,233,1350,1
2539,5,218,13,598,213,230,1120,1
2848,11,390,49,2125,237,223,2769,1
2924,14,30,13,5771,178,238,1176,1
3309,9,366,51,1471,235,225,2334,0
2617,29,418,180,794,138,196,1282,1
3167,12,771,126,807,206,251,1983,1
2432,15,95,24,900,176,236,1126,2
2960,6,30,0,760,214,228,2550,1
2797,13,67,10,3254,204,213,927,1
3134,16,242,42,150,244,230,3945,1
3196,3,379,34,5939,216,242,2279,1
2728,23,323,-24,1167,158,204,2072,5
3061,10,277,27,4934,235,222,1849,0
2975,22,85,15,5139,243,196,564,1
3189,2,570,11,5194,218,234,2215,0
2942,12,108,10,1991,191,224,2495,1
2944,8,216,35,3511,231,226,2230,1
2747,8,270,17,2503,229,223,2277,1
2943,13,295,42,3104,186,226,1617,0
3198,19,598,200,4595,215,194,2402,0
3106,18,134,42,3115,246,209,3144,0
3032,16,67,11,2259,186,212,1761,1
3397,8,60,0,2603,223,245,350,6
3017,6,210,20,2577,224,228,914,0
3006,23,210,-1,2135,206,252,1910,1
3535,24,335,101,2658,212,181,2230,0
2740,14,108,17,2975,191,217,983,1
3208,16,42,10,794,184,216,1148,1
2880,16,95,22,3122,245,227,2620,1
3277,13,212,29,484,194,218,1142,1
3109,10,30,3,5280,219,248,1240,0
3222,19,395,106,2672,216,251,3260,1
2220,29,331,39,878,173,170,816,5
2269,28,67,28,408,253,208,1879,3
2607,2,300,62,1532,215,239,1667,2
3095,9,182,29,2415,208,224,2363,0
3033,6,95,6,1888,230,232,1608,0
2548,11,162,35,1426,239,228,4629,1
2922,20,67,23,2148,227,193,1590,0
2028,18,85,23,127,174,214,741,2
2386,24,60,12,706,181,186,1176,5
2573,36,30,13,2767,143,245,972,2
2711,26,90,40,2309,236,235,2506,1
3002,23,391,189,1571,161,248,391,1
2538,6,335,12,649,227,228,3542,1
2836,17,301,34,997,242,234,2179,1
2732,7,612,29,1438,229,227,2689,1
2998,5,283,26,5262,224,228,6251,1
3267,17,339,94,1310,186,210,2467,0
2752,13,85,18,390,240,220,395,1
3026,22,371,-61,612,248,199,1642,1
2917,6,313,24,4110,220,227,3873,1
3059,11,150,18,765,232,242,1503,1
2921,20,532,123,3211,166,216,693,1
2561,11,0,0,1338,229,244,395,2
2967,10,886,597,966,193,237,2190,1
2940,2,30,0,1771,218,241,350,1
2808,17,212,51,1756,247,224,2210,1
2853,6,60,4,3251,205,235,3167,1
3190,7,30,0,3660,231,237,3056,0
2939,17,323,-12,4179,245,229,5773,1
3370,14,830,99,1187,190,218,1860,6
2861,14,42,-9,485,226,208,1717,1
2935,14,127,21,3342,243,226,2462,1
2907,23,210,69,1477,216,184,2791,1
2877,15,283,133,2898,202,253,1218,1
2896,19,400,36,5252,236,240,4050,1
2791,26,90,14,1947,233,178,1381,1
3190,16,108,14,3195,186,214,3928,0
3015,12,424,38,2761,232,215,1475,1
2329,13,210,46,1101,184,238,983,5
3194,14,85,10,1292,193,218,977,0
3163,5,247,57,2155,223,242,607,1
2840,3,127,15,3102,217,233,4689,1
3016,15,860,121,1383,214,207,1966,0
2884,11,124,0,1507,219,215,2742,1
3454,31,210,103,3494,120,207,1324,0
2212,36,108,68,1307,181,138,1354,2
3019,17,277,29,537,229,202,1698,0
2895,9,420,0,3949,224,220,3634,1
3259,13,564,183,819,217,210,792,0
2712,5,134,-11,1812,225,230,4139,1
2863,11,663,89,2103,203,219,927,1
2917,21,212,100,1758,226,191,2850,1
3107,21,240,16,3564,246,228,918,1
2642,6,30,4,1397,230,234,6385,1
3223,21,450,107,2730,198,254,3164,1
2910,7,201,32,1172,200,241,1797,1
2875,23,210,80,2058,230,242,1426,1
2746,7,0,0,1052,216,225,2202,4
3006,11,42,4,750,234,221,2337,1
3344,11,470,177,2363,211,250,1008,0
3178,12,812,137,937,233,242,2067,1
3149,12,256,43,3375,234,217,4858,1
3061,14,376,39,1360,190,251,700,1
3189,8,418,62,5984,197,241,2708,1
3248,23,342,123,3799,179,192,3540,6
3027,10,524,-6,6577,207,220,3636,0
2835,32,108,30,1019,135,243,1261,1
3111,10,0,0,3915,228,218,3191,0
2993,9,240,14,1770,225,245,1319,1
3372,8,713,43,1040,234,228,4279,0
2640,10,42,-2,1114,231,242,6057,1
3250,13,426,68,3930,241,227,895,0
2600,25,124,0,589,212,178,1261,5
3113,10,339,54,684,236,226,1463,1
2922,22,162,-44,433,236,191,309,0
2961,18,700,92,2311,191,204,1421,1
3294,11,484,53,771,190,235,1415,0
3196,2,210,23,1426,216,236,120,0
3187,25,153,24,4891,245,187,1426,0
2940,12,30,0,4753,217,214,4155,0
3415,15,702,258,1589,244,221,967,6
2640,14,297,73,1082,243,223,3564,1
2218,39,150,108,454,117,150,459,2
2854,14,0,0,3956,199,214,6223,1
2837,22,162,14,780,247,226,362,4
3342,12,277,59,2513,240,227,2563,6
3119,12,295,29,3697,220,213,4302,0
2450,16,351,94,816,175,224,1461,5
2922,9,277,94,924,226,221,2002,1
2789,17,150,34,1239,230,245,1719,1
2634,8,150,9,180,221,222,446,1
3045,8,277,42,1180,228,224,2852,1
3208,6,153,-17,4280,216,228,1060,0
3171,15,30,11,1530,206,207,2516,0
2973,14,242,97,631,223,249,1613,1
2531,6,564,2,918,230,230,3881,1
2784,3,0,0,865,224,236,2885,0
3060,13,170,3,5852,218,250,2613,0
3028,6,182,5,2866,230,231,1426,1
3169,17,518,107,2061,221,200,1860,0
2785,16,258,8,2312,206,204,3617,1
2450,8,0,0,661,200,233,685,5
2879,13,90,1,2315,235,240,2509,1
2886,36,841,504,918,108,228,2012,1
3121,12,150,7,1290,191,246,1765,1
3136,20,847,362,1092,167,245,1426,0
2873,15,335,78,3204,215,207,937,1
2883,12,400,95,1410,234,218,1579,1
2978,5,376,59,4832,224,228,5495,1
3060,10,90,5,1790,223,247,1837,0
2687,25,108,9,2739,238,184,1124,1
2761,8,90,18,2758,230,241,5666,1
3227,18,691,151,391,177,211,1973,1
3309,4,30,-1,4432,219,243,3873,0
3231,8,300,26,3252,234,228,4616,0
2821,20,484,64,1896,162,221,2010,4
3105,11,127,18,3129,215,216,1359,0
3053,10,255,32,2701,200,225,1172,1
3193,6,134,23,1055,205,243,67,0
3137,33,450,48,1800,238,220,1597,1
3285,11,571,101,497,190,241,1442,0
2426,11,30,1,577,211,217,1689,2
2935,23,216,90,1044,180,254,331,1
3049,6,661,-133,1537,224,228,1034,0
2745,16,228,32,2559,199,208,424,0
3001,11,30,0,3814,212,217,5394,1
3384,23,242,74,3739,150,237,1144,0
3357,7,618,66,2054,226,225,2789,1
2570,15,42,6,1549,179,225,1213,1
2400,22,134,30,1040,159,212,836,5
3437,20,60,6,1702,250,217,1768,6
3089,8,127,-1,2760,225,223,3045,1
3115,11,134,18,371,198,222,1994,0
2859,8,390,80,1406,218,223,2791,1
3386,17,85,20,1678,196,206,1896,6
2251,15,85,12,150,244,221,845,2
3399,11,162,29,2574,239,232,1173,6
2959,20,124,31,2021,243,201,3019,0
2947,8,150,33,4913,202,229,1894,0
2631,15,85,14,569,180,244,1300,1
2611,3,0,0,2059,221,241,2694,5
3257,2,295,29,391,214,236,1315,1
2854,16,459,8,1482,214,252,750,1
2411,29,90,51,594,189,164,1253,1
2854,13,150,9,3029,222,212,4401,1
2997,6,150,15,3730,213,227,2316,0
2612,15,134,34,1084,234,208,792,1
2734,9,42,10,1245,195,233,2177,1
3053,8,234,25,2418,225,222,3005,1
2848,20,382,146,2812,200,195,1873,1
2722,1,90,5,2431,220,238,4418,1
3212,8,60,5,938,198,241,2419,1
3158,13,175,43,4257,224,211,3632,0
2876,3,0,0,3660,218,242,3640,1
3246,7,680,98,6019,229,228,1565,0
2228,29,60,27,1233,129,222,612,2
3212,15,0,0,1677,197,211,2469,0
3105,7,426,64,513,209,247,1554,1
3263,24,285,37,1624,184,184,671,0
2979,5,391,77,977,223,229,872,1
2911,8,150,38,2987,198,232,1869,1
2591,12,210,62,256,233,242,1627,1
2962,10,175,3,3522,224,218,1116,1
2860,10,108,-4,1061,236,235,2476,1
2990,21,134,0,5202,229,190,2630,1
3228,14,30,2,1873,205,209,1749,1
3206,4,30,-1,2430,223,232,1556,0
2721,9,150,4,2132,234,225,6717,1
3152,7,60,-8,1879,230,228,426,0
2724,20,124,19,255,196,194,2573,1
2980,9,268,41,1638,211,223,2497,1
3020,20,785,151,2478,197,195,1650,1
3231,21,350,40,3811,227,189,3020,1
3374,18,390,93,1082,171,219,2854,0
3255,18,577,32,2902,245,229,3277,1
3053,3,591,111,2897,216,242,1084,0
2817,14,30,6,4761,183,226,192,1
3192,14,212,22,4034,181,238,2131,0
